Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status,rol
2018-8-13,Tamanduateí,-23.59290,-46.5897,53039,4,57,36,36,33,43,43,14,REABASTECER,3103
2018-8-14,Tamanduateí,-23.59290,-46.5897,52846,86,50,28,32,29,38,39,9,NORMAL,3104
2018-8-17,Tamanduateí,-23.59290,-46.5897,52160,47,40,8,20,16,32,31,40,NORMAL,3107
2018-8-29,Tamanduateí,-23.59290,-46.5897,51753,20,42,53,26,9,38,23,34,NORMAL,3119
2018-9-22,Tamanduateí,-23.59290,-46.5897,52873,57,46,11,36,43,14,7,37,NORMAL,3142
2018-9-27,Tamanduateí,-23.59290,-46.5897,49559,7,22,48,15,23,35,32,16,REABASTECER,3147
2018-10-4,Tamanduateí,-23.59290,-46.5897,51458,18,46,65,36,40,8,4,30,NORMAL,3154
2018-10-17,Tamanduateí,-23.59290,-46.5897,52614,64,41,41,8,34,7,34,31,NORMAL,3167
2018-10-23,Tamanduateí,-23.59290,-46.5897,50251,3,65,65,38,10,31,10,10,REABASTECER,3173
2018-10-25,Tamanduateí,-23.59290,-46.5897,51647,73,57,50,32,43,26,3,43,REABASTECER,3175
2018-10-27,Tamanduateí,-23.59290,-46.5897,52536,55,43,36,23,34,23,38,33,NORMAL,3177
2018-11-6,Tamanduateí,-23.59290,-46.5897,51623,50,55,33,28,43,42,1,41,REABASTECER,3186
2018-11-7,Tamanduateí,-23.59290,-46.5897,52751,41,53,24,27,37,40,43,36,NORMAL,3187
2018-11-11,Tamanduateí,-23.59290,-46.5897,51168,1,30,65,18,20,22,29,18,REABASTECER,3191
2018-11-14,Tamanduateí,-23.59290,-46.5897,49864,65,16,42,8,8,17,18,8,NORMAL,3194
2018-11-30,Tamanduateí,-23.59290,-46.5897,51541,86,56,59,4,29,13,38,36,REABASTECER,3210
2018-12-5,Tamanduateí,-23.59290,-46.5897,50217,38,13,20,28,8,35,19,15,NORMAL,3215
2018-12-7,Tamanduateí,-23.59290,-46.5897,50917,20,7,4,23,43,31,10,6,NORMAL,3217
2018-12-12,Tamanduateí,-23.59290,-46.5897,50343,56,50,33,12,19,11,32,29,NORMAL,3222
2018-12-15,Tamanduateí,-23.59290,-46.5897,52357,23,37,12,2,9,38,18,16,REABASTECER,3225
2019-1-5,Tamanduateí,-23.59290,-46.5897,50789,86,13,48,18,20,13,20,21,NORMAL,3245
2019-1-14,Tamanduateí,-23.59290,-46.5897,50238,86,25,51,29,31,17,28,37,NORMAL,3254
2019-1-16,Tamanduateí,-23.59290,-46.5897,52082,68,14,39,21,25,8,23,28,NORMAL,3256
2019-2-6,Tamanduateí,-23.59290,-46.5897,51330,41,7,39,7,35,29,29,24,NORMAL,3276
2019-2-15,Tamanduateí,-23.59290,-46.5897,52230,31,15,47,22,43,37,37,37,NORMAL,3285
2019-2-17,Tamanduateí,-23.59290,-46.5897,52419,11,1,34,12,33,30,29,29,REABASTECER,3287
2019-2-26,Tamanduateí,-23.59290,-46.5897,51255,11,12,45,26,3,38,37,43,REABASTECER,3296
2019-3-3,Tamanduateí,-23.59290,-46.5897,52103,28,41,65,11,17,18,6,12,REABASTECER,3303
2019-3-10,Tamanduateí,-23.59290,-46.5897,50262,47,11,8,30,29,34,23,21,REABASTECER,3310
2019-3-11,Tamanduateí,-23.59290,-46.5897,50876,36,5,65,28,24,28,18,19,NORMAL,3311
2019-3-17,Tamanduateí,-23.59290,-46.5897,51665,66,31,17,43,6,14,37,43,REABASTECER,3317
2019-3-24,Tamanduateí,-23.59290,-46.5897,50443,76,55,27,24,24,33,11,7,NORMAL,3324
2019-4-7,Tamanduateí,-23.59290,-46.5897,51603,20,65,1,25,14,37,43,43,REABASTECER,3337
2019-4-12,Tamanduateí,-23.59290,-46.5897,50735,57,37,34,13,38,27,24,20,NORMAL,3342
2019-5-4,Tamanduateí,-23.59290,-46.5897,52292,10,38,13,15,20,38,20,28,REABASTECER,3364
2019-5-10,Tamanduateí,-23.59290,-46.5897,51348,39,5,36,33,43,23,37,7,NORMAL,3370
2019-5-11,Tamanduateí,-23.59290,-46.5897,50275,31,65,28,32,37,22,33,1,REABASTECER,3371
2019-5-16,Tamanduateí,-23.59290,-46.5897,50233,71,30,57,10,18,16,14,25,NORMAL,3376
2019-5-30,Tamanduateí,-23.59290,-46.5897,51031,33,9,25,12,43,20,43,17,NORMAL,3390
2019-6-3,Tamanduateí,-23.59290,-46.5897,53202,86,56,65,43,28,18,28,6,REABASTECER,3393
2019-6-7,Tamanduateí,-23.59290,-46.5897,50443,38,36,32,30,11,40,15,34,NORMAL,3397
2019-6-15,Tamanduateí,-23.59290,-46.5897,53228,47,51,48,14,23,6,27,7,REABASTECER,3405
2019-6-25,Tamanduateí,-23.59290,-46.5897,52832,38,57,43,28,29,15,33,14,NORMAL,3415
2019-7-13,Tamanduateí,-23.59290,-46.5897,53130,34,24,40,18,11,8,35,25,NORMAL,3433
2019-7-14,Tamanduateí,-23.59290,-46.5897,53357,23,19,32,12,5,6,33,22,NORMAL,3434
2019-7-17,Tamanduateí,-23.59290,-46.5897,51777,86,58,9,6,33,32,17,6,NORMAL,3437
2019-7-29,Tamanduateí,-23.59290,-46.5897,50222,50,43,56,6,34,6,14,43,REABASTECER,3449
2019-7-30,Tamanduateí,-23.59290,-46.5897,52621,39,39,51,43,30,43,12,40,NORMAL,3450
2019-8-16,Tamanduateí,-23.59290,-46.5897,49524,64,21,6,26,43,15,37,16,REABASTECER,3466
2019-8-19,Tamanduateí,-23.59290,-46.5897,52752,35,65,51,23,34,6,25,10,REABASTECER,3469
2019-9-5,Tamanduateí,-23.59290,-46.5897,52965,59,15,16,22,4,43,12,23,NORMAL,3485
2019-9-10,Tamanduateí,-23.59290,-46.5897,50833,9,42,39,11,26,29,38,2,REABASTECER,3490
2019-9-14,Tamanduateí,-23.59290,-46.5897,52058,56,16,15,33,8,16,21,26,NORMAL,3494
2019-9-18,Tamanduateí,-23.59290,-46.5897,49558,18,47,48,19,36,10,3,4,NORMAL,3498
2019-9-21,Tamanduateí,-23.59290,-46.5897,52869,74,28,32,14,22,43,35,37,NORMAL,3501
2019-9-26,Tamanduateí,-23.59290,-46.5897,52329,16,55,58,43,39,28,12,14,NORMAL,3506
2019-10-8,Tamanduateí,-23.59290,-46.5897,50359,75,40,31,43,37,33,14,9,NORMAL,3518
2019-10-13,Tamanduateí,-23.59290,-46.5897,50465,25,9,65,28,19,16,36,36,REABASTECER,3523
2019-10-17,Tamanduateí,-23.59290,-46.5897,50645,79,44,27,14,43,43,23,21,NORMAL,3527
2019-10-20,Tamanduateí,-23.59290,-46.5897,52840,46,34,6,43,33,34,12,5,REABASTECER,3530
2019-10-29,Tamanduateí,-23.59290,-46.5897,51929,36,44,11,7,39,1,24,10,NORMAL,3539
2019-11-1,Tamanduateí,-23.59290,-46.5897,51107,16,35,65,43,33,43,12,43,NORMAL,3541
2019-11-19,Tamanduateí,-23.59290,-46.5897,51259,10,62,13,32,37,32,28,19,NORMAL,3559
2019-12-2,Tamanduateí,-23.59290,-46.5897,51208,56,34,52,40,30,40,20,11,NORMAL,3572
2019-12-6,Tamanduateí,-23.59290,-46.5897,50536,20,12,20,31,14,23,5,35,NORMAL,3576
2019-12-15,Tamanduateí,-23.59290,-46.5897,51418,18,29,26,3,17,28,10,43,REABASTECER,3585
2019-12-21,Tamanduateí,-23.59290,-46.5897,51222,44,65,50,29,32,12,27,18,NORMAL,3591
2019-12-29,Tamanduateí,-23.59290,-46.5897,51010,51,6,6,40,37,37,29,27,REABASTECER,3599
2018-1-6,Sé,-23.55,-46.6333,195196,34,41,29,23,25,24,26,24,NORMAL,3606
2018-1-15,Sé,-23.55,-46.6333,191579,34,59,32,37,35,43,35,34,NORMAL,3615
2018-1-16,Sé,-23.55,-46.6333,194750,21,50,25,33,29,40,33,31,NORMAL,3616
2018-1-24,Sé,-23.55,-46.6333,193550,17,60,32,12,33,16,43,39,NORMAL,3624
2018-2-5,Sé,-23.55,-46.6333,194976,86,63,18,17,22,30,3,37,NORMAL,3635
2018-2-10,Sé,-23.55,-46.6333,191926,33,35,52,43,4,18,26,16,NORMAL,3640
2018-2-16,Sé,-23.55,-46.6333,193158,71,56,7,21,16,41,3,37,NORMAL,3646
2018-2-25,Sé,-23.55,-46.6333,192376,63,65,10,42,17,25,11,41,NORMAL,3655
2018-3-7,Sé,-23.55,-46.6333,193360,20,53,4,11,8,22,43,37,REABASTECER,3667
2018-3-13,Sé,-23.55,-46.6333,191763,46,23,27,34,25,8,22,19,NORMAL,3673
2018-3-16,Sé,-23.55,-46.6333,193164,25,9,14,26,14,5,11,6,REABASTECER,3676
2018-4-12,Sé,-23.55,-46.6333,193619,40,46,31,30,38,42,33,23,NORMAL,3702
2018-4-17,Sé,-23.55,-46.6333,193695,86,25,65,15,18,26,13,1,REABASTECER,3707
2018-4-24,Sé,-23.55,-46.6333,191428,22,53,12,38,35,43,27,18,NORMAL,3714
2018-5-25,Sé,-23.55,-46.6333,192228,66,65,4,27,37,21,38,34,NORMAL,3745
2018-6-1,Sé,-23.55,-46.6333,195138,9,27,27,18,16,7,21,10,REABASTECER,3751
2018-6-2,Sé,-23.55,-46.6333,194090,86,19,17,12,13,4,19,5,REABASTECER,3752
2018-6-4,Sé,-23.55,-46.6333,193413,70,14,7,5,5,37,11,41,NORMAL,3754
2018-6-26,Sé,-23.55,-46.6333,194532,33,18,9,19,43,10,9,37,NORMAL,3776
2018-7-2,Sé,-23.55,-46.6333,191934,59,47,32,42,23,35,31,12,NORMAL,3782
2018-7-3,Sé,-23.55,-46.6333,192773,47,44,26,38,17,32,29,9,NORMAL,3783
2018-7-16,Sé,-23.55,-46.6333,193088,2,40,16,43,9,40,24,9,NORMAL,3796
2018-7-17,Sé,-23.55,-46.6333,191329,86,30,12,37,7,40,21,6,NORMAL,3797
2018-7-24,Sé,-23.55,-46.6333,194983,13,51,31,16,23,10,39,15,NORMAL,3804
2018-8-6,Sé,-23.55,-46.6333,195041,73,38,13,21,16,19,38,6,REABASTECER,3816
2018-8-12,Sé,-23.55,-46.6333,194623,15,2,34,5,35,40,12,24,REABASTECER,3822
2018-8-22,Sé,-23.55,-46.6333,194364,86,8,23,20,39,14,16,31,REABASTECER,3832
2018-8-25,Sé,-23.55,-46.6333,193211,49,59,7,14,23,4,3,21,NORMAL,3835
2018-9-1,Sé,-23.55,-46.6333,192472,73,24,22,33,43,32,20,43,NORMAL,3841
2018-10-5,Sé,-23.55,-46.6333,193894,12,23,38,8,6,8,14,6,REABASTECER,3875
2018-10-14,Sé,-23.55,-46.6333,191897,6,28,47,21,11,11,26,13,NORMAL,3884
2018-10-17,Sé,-23.55,-46.6333,191644,67,10,26,7,4,5,13,43,REABASTECER,3887
2018-11-1,Sé,-23.55,-46.6333,193144,14,11,57,11,34,15,1,35,REABASTECER,3901
2018-11-2,Sé,-23.55,-46.6333,192254,6,3,52,9,32,15,43,30,NORMAL,3902
2018-11-3,Sé,-23.55,-46.6333,194846,86,65,45,6,28,9,39,26,REABASTECER,3903
2018-11-15,Sé,-23.55,-46.6333,194433,56,10,27,11,23,17,37,25,NORMAL,3915
2018-11-20,Sé,-23.55,-46.6333,193230,13,43,58,34,10,43,14,6,REABASTECER,3920
2018-12-23,Sé,-23.55,-46.6333,195086,55,25,17,29,12,30,23,7,NORMAL,3953
2018-12-27,Sé,-23.55,-46.6333,191898,19,6,57,15,38,12,4,32,REABASTECER,3957
2019-1-10,Sé,-23.55,-46.6333,194625,78,62,40,12,36,6,39,25,NORMAL,3970
2019-1-19,Sé,-23.55,-46.6333,194167,79,11,40,29,39,24,9,27,NORMAL,3979
2019-1-27,Sé,-23.55,-46.6333,191915,5,28,52,12,9,38,19,39,REABASTECER,3987
2019-1-28,Sé,-23.55,-46.6333,194631,86,22,42,10,7,36,14,37,NORMAL,3988
2019-2-6,Sé,-23.55,-46.6333,192773,7,36,57,33,19,10,21,6,NORMAL,3996
2019-2-19,Sé,-23.55,-46.6333,195071,61,36,29,14,6,5,17,35,NORMAL,4009
2019-2-27,Sé,-23.55,-46.6333,192512,63,55,49,37,15,35,33,2,REABASTECER,4017
2019-3-3,Sé,-23.55,-46.6333,193690,10,31,8,16,31,13,6,18,REABASTECER,4023
2019-3-12,Sé,-23.55,-46.6333,194537,7,36,9,26,31,27,15,24,NORMAL,4032
2019-3-19,Sé,-23.55,-46.6333,193403,33,61,23,6,43,4,27,37,NORMAL,4039
2019-3-24,Sé,-23.55,-46.6333,192760,73,22,54,28,22,30,7,17,NORMAL,4044
2019-4-1,Sé,-23.55,-46.6333,193698,86,53,9,7,32,17,16,31,REABASTECER,4051
2019-4-3,Sé,-23.55,-46.6333,195044,66,44,60,2,26,9,12,25,REABASTECER,4053
2019-4-4,Sé,-23.55,-46.6333,192071,55,40,51,43,23,7,9,20,NORMAL,4054
2019-4-11,Sé,-23.55,-46.6333,193321,73,50,8,26,33,35,29,30,REABASTECER,4061
2019-4-17,Sé,-23.55,-46.6333,195058,5,2,37,5,15,20,43,2,NORMAL,4067
2019-4-19,Sé,-23.55,-46.6333,193147,79,63,17,42,10,12,36,41,NORMAL,4069
2019-4-23,Sé,-23.55,-46.6333,193933,40,47,51,30,40,43,19,25,NORMAL,4073
2019-4-24,Sé,-23.55,-46.6333,192085,31,45,46,25,34,37,13,20,NORMAL,4074
2019-4-27,Sé,-23.55,-46.6333,193092,6,24,29,24,25,31,43,11,REABASTECER,4077
2019-5-8,Sé,-23.55,-46.6333,191682,64,13,65,24,16,41,40,43,NORMAL,4088
2019-5-21,Sé,-23.55,-46.6333,191470,8,6,41,32,43,34,28,35,NORMAL,4101
2019-5-26,Sé,-23.55,-46.6333,194314,42,40,65,16,23,25,13,18,NORMAL,4106
2019-5-29,Sé,-23.55,-46.6333,192276,16,21,42,11,8,15,43,4,NORMAL,4109
2019-6-1,Sé,-23.55,-46.6333,195041,86,12,25,43,43,9,36,39,NORMAL,4111
2019-6-3,Sé,-23.55,-46.6333,191399,63,65,9,38,34,8,28,28,REABASTECER,4113
2019-6-16,Sé,-23.55,-46.6333,192398,23,47,47,37,20,8,17,15,NORMAL,4126
2019-7-4,Sé,-23.55,-46.6333,195137,16,7,48,23,37,20,29,33,REABASTECER,4144
2019-7-12,Sé,-23.55,-46.6333,193858,19,31,51,42,3,41,40,43,REABASTECER,4152
2019-7-13,Sé,-23.55,-46.6333,193477,9,25,42,40,43,36,38,39,NORMAL,4153
2019-7-15,Sé,-23.55,-46.6333,193726,74,18,26,36,35,34,26,29,NORMAL,4155
2019-7-17,Sé,-23.55,-46.6333,192898,56,5,10,30,27,32,17,24,REABASTECER,4157
2019-7-18,Sé,-23.55,-46.6333,193516,49,65,4,27,21,26,11,21,NORMAL,4158
2019-7-19,Sé,-23.55,-46.6333,192629,41,60,65,21,18,21,8,16,NORMAL,4159
2019-8-10,Sé,-23.55,-46.6333,195150,18,63,60,33,18,37,43,12,NORMAL,4180
2019-8-25,Sé,-23.55,-46.6333,191346,54,35,17,27,38,28,22,39,NORMAL,4195
2019-9-4,Sé,-23.55,-46.6333,192706,45,48,26,7,6,43,27,43,REABASTECER,4204
2019-9-6,Sé,-23.55,-46.6333,194759,22,40,14,43,40,42,22,35,NORMAL,4206
2019-9-7,Sé,-23.55,-46.6333,195144,11,34,8,42,35,37,16,31,REABASTECER,4207
2019-9-8,Sé,-23.55,-46.6333,194306,86,32,65,36,32,33,13,26,NORMAL,4208
2019-9-21,Sé,-23.55,-46.6333,192647,35,35,41,37,26,34,4,17,NORMAL,4221
2019-9-26,Sé,-23.55,-46.6333,194595,65,10,7,25,13,11,25,37,REABASTECER,4226
2019-9-27,Sé,-23.55,-46.6333,192231,57,2,65,25,9,8,21,31,NORMAL,4227
2019-10-4,Sé,-23.55,-46.6333,194212,73,29,14,9,27,37,38,43,NORMAL,4234
2019-10-28,Sé,-23.55,-46.6333,191518,21,6,29,23,20,6,28,33,NORMAL,4258
2019-11-11,Sé,-23.55,-46.6333,192971,86,55,7,15,11,43,13,28,REABASTECER,4271
2019-11-14,Sé,-23.55,-46.6333,194301,58,31,49,7,43,41,43,15,NORMAL,4274
2019-12-9,Sé,-23.55,-46.6333,194634,77,62,23,30,31,43,26,39,NORMAL,4299
2019-12-28,Sé,-23.55,-46.6333,195038,60,17,29,27,34,27,31,12,NORMAL,4318
2019-12-29,Sé,-23.55,-46.6333,194232,51,11,19,26,29,26,26,6,NORMAL,4319
2018-1-1,Brás,-23.5451,-46.6162,72983,86,65,65,43,43,43,43,43,NORMAL,4321
2018-1-3,Brás,-23.5451,-46.6162,70660,64,57,48,37,36,36,33,31,NORMAL,4323
2018-1-14,Brás,-23.5451,-46.6162,72805,39,59,38,42,32,40,28,35,NORMAL,4334
2018-1-17,Brás,-23.5451,-46.6162,73531,9,41,18,35,18,29,15,23,REABASTECER,4337
2018-1-24,Brás,-23.5451,-46.6162,73010,24,6,31,14,38,9,30,32,REABASTECER,4344
2018-2-3,Brás,-23.5451,-46.6162,72167,23,13,32,30,8,28,43,33,NORMAL,4353
2018-2-25,Brás,-23.5451,-46.6162,71177,53,33,10,10,1,35,34,25,REABASTECER,4375
2018-2-29,Brás,-23.5451,-46.6162,70771,12,65,56,43,32,26,20,13,NORMAL,4379
2018-3-1,Brás,-23.5451,-46.6162,72540,78,49,44,36,22,22,15,2,NORMAL,4381
2018-3-9,Brás,-23.5451,-46.6162,74380,86,12,58,43,27,40,22,16,NORMAL,4389
2018-3-12,Brás,-23.5451,-46.6162,71279,60,61,32,32,18,31,11,3,NORMAL,4392
2018-3-20,Brás,-23.5451,-46.6162,72243,68,9,48,10,33,11,26,15,REABASTECER,4400
2018-3-21,Brás,-23.5451,-46.6162,74493,55,65,41,5,29,9,23,11,NORMAL,4401
2018-3-22,Brás,-23.5451,-46.6162,71312,46,63,33,43,25,6,17,9,REABASTECER,4402
2018-3-27,Brás,-23.5451,-46.6162,74027,76,38,55,28,7,34,33,30,NORMAL,4407
2018-3-29,Brás,-23.5451,-46.6162,70650,56,23,45,22,43,26,24,23,NORMAL,4409
2018-4-4,Brás,-23.5451,-46.6162,71063,10,62,11,43,21,7,43,5,NORMAL,4414
2018-4-7,Brás,-23.5451,-46.6162,73726,68,49,55,29,10,43,34,38,NORMAL,4417
2018-4-11,Brás,-23.5451,-46.6162,73324,30,16,26,16,38,31,20,26,NORMAL,4421
2018-4-20,Brás,-23.5451,-46.6162,70567,38,10,27,34,40,37,24,30,NORMAL,4430
2018-4-28,Brás,-23.5451,-46.6162,73115,45,33,38,7,5,25,38,36,NORMAL,4438
2018-5-24,Brás,-23.5451,-46.6162,71868,61,8,65,8,19,28,11,19,NORMAL,4464
2018-5-28,Brás,-23.5451,-46.6162,71721,30,49,43,41,43,19,38,43,NORMAL,4468
2018-6-1,Brás,-23.5451,-46.6162,72201,86,32,24,28,28,12,27,34,NORMAL,4471
2018-6-9,Brás,-23.5451,-46.6162,70917,14,45,27,10,35,35,33,43,NORMAL,4479
2018-6-12,Brás,-23.5451,-46.6162,72607,79,28,12,38,23,23,22,35,NORMAL,4482
2018-6-13,Brás,-23.5451,-46.6162,71394,69,21,5,35,21,22,17,29,REABASTECER,4483
2018-6-16,Brás,-23.5451,-46.6162,72708,34,65,50,27,8,9,1,12,NORMAL,4486
2018-7-19,Brás,-23.5451,-46.6162,73580,52,40,25,18,2,43,3,40,REABASTECER,4519
2018-7-29,Brás,-23.5451,-46.6162,72821,36,48,31,34,8,10,10,34,NORMAL,4529
2018-8-2,Brás,-23.5451,-46.6162,70566,9,26,13,22,41,41,43,20,REABASTECER,4532
2018-8-6,Brás,-23.5451,-46.6162,74442,55,59,53,15,19,38,34,3,NORMAL,4536
2018-8-15,Brás,-23.5451,-46.6162,71160,54,12,56,31,23,4,38,8,REABASTECER,4545
2018-9-6,Brás,-23.5451,-46.6162,73180,13,30,56,13,25,25,41,8,NORMAL,4566
2018-9-10,Brás,-23.5451,-46.6162,72691,61,17,29,43,3,13,25,35,REABASTECER,4570
2018-9-14,Brás,-23.5451,-46.6162,71111,18,58,65,32,28,43,10,18,NORMAL,4574
2018-9-24,Brás,-23.5451,-46.6162,73504,6,4,65,43,29,2,12,27,NORMAL,4584
2018-9-28,Brás,-23.5451,-46.6162,74066,51,45,40,34,16,31,36,12,NORMAL,4588
2018-10-11,Brás,-23.5451,-46.6162,70814,6,37,21,33,43,34,23,34,REABASTECER,4601
2018-10-17,Brás,-23.5451,-46.6162,72841,39,55,52,17,23,17,43,6,NORMAL,4607
2018-10-20,Brás,-23.5451,-46.6162,72273,11,35,27,8,12,6,30,32,REABASTECER,4610
2018-10-24,Brás,-23.5451,-46.6162,70588,59,19,65,38,41,38,11,14,NORMAL,4614
2018-10-27,Brás,-23.5451,-46.6162,72337,25,8,45,31,24,25,41,43,NORMAL,4617
2018-11-7,Brás,-23.5451,-46.6162,71937,8,11,34,41,24,37,43,4,NORMAL,4627
2018-11-17,Brás,-23.5451,-46.6162,74052,86,65,41,38,20,10,43,8,NORMAL,4637
2018-11-21,Brás,-23.5451,-46.6162,70641,44,47,13,20,43,43,28,35,NORMAL,4641
2018-11-22,Brás,-23.5451,-46.6162,71556,37,45,5,14,40,38,26,33,REABASTECER,4642
2018-11-28,Brás,-23.5451,-46.6162,73106,65,7,35,43,12,17,3,7,REABASTECER,4648
2018-12-6,Brás,-23.5451,-46.6162,72636,75,24,45,7,22,35,9,24,NORMAL,4656
2018-12-24,Brás,-23.5451,-46.6162,70793,75,46,45,36,38,2,22,30,NORMAL,4674
2019-1-13,Brás,-23.5451,-46.6162,74385,69,44,40,22,43,26,28,1,REABASTECER,4693
2019-1-15,Brás,-23.5451,-46.6162,73703,46,34,29,17,32,24,22,41,NORMAL,4695
